university	kind	prefecture	region	city	faculty	department	field	years	capacity
岡山大学	国立	岡山県	中国	岡山市	歯学部	歯学科	歯学	6	48
岡山大学	国立	岡山県	中国	岡山市	法学部	法学科	法学	4	225
岡山大学	国立	岡山県	中国	岡山市	理学部	化学科	理学	4	30
岡山大学	国立	岡山県	中国	岡山市	理学部	地球科学科	理学	4	25
岡山大学	国立	岡山県	中国	岡山市	理学部	数学科	理学	4	20
岡山大学	国立	岡山県	中国	岡山市	理学部	物理学科	理学	4	35
岡山大学	国立	岡山県	中国	岡山市	理学部	生物学科	理学	4	30
岡山大学	国立	岡山県	中国	岡山市	経済学部	経済学科	経済・経営	4	245
岡山大学	国立	岡山県	中国	岡山市	薬学部	創薬科学科	薬学	4	40
岡山大学	国立	岡山県	中国	岡山市	薬学部	薬学科	薬学	6	40
岡山大学	国立	岡山県	中国	岡山市	農学部	総合農業科学科	農・水産	4	120
岩手大学	国立	岩手県	東北	盛岡市	人文社会科学部	人間文化課程	文・人文	4	125
岩手大学	国立	岩手県	東北	盛岡市	人文社会科学部	地域政策課程	文・人文	4	75
岩手大学	国立	岩手県	東北	盛岡市	教育学部	学校教育教員養成課程	教育	4	160
岩手大学	国立	岩手県	東北	盛岡市	獣医学部	共同獣医学科	医学	6	30
岩手大学	国立	岩手県	東北	盛岡市	理工学部	理工学科	工学	4	414
岩手大学	国立	岩手県	東北	盛岡市	農学部	動物科学・水産科学科	農・水産	4	55
岩手大学	国立	岩手県	東北	盛岡市	農学部	地域環境科学科	農・水産	4	70
岩手大学	国立	岩手県	東北	盛岡市	農学部	生命科学科	農・水産	4	51
岩手大学	国立	岩手県	東北	盛岡市	農学部	食料農学科	農・水産	4	50
島根大学	国立	島根県	中国	松江市	人間科学部	人間科学科	社会・国際	4	80
島根大学	国立	島根県	中国	出雲市	医学部	医学科	医学	6	102
島根大学	国立	島根県	中国	出雲市	医学部	看護学科	看護・保健	4	60
島根大学	国立	島根県	中国	松江市	教育学部	学校教育課程	教育	4	130
島根大学	国立	島根県	中国	松江市	材料エネルギー学部	材料エネルギー学科	工学	4	80
島根大学	国立	島根県	中国	松江市	法文学部	法経学科	法学	4	76
島根大学	国立	島根県	中国	松江市	法文学部	社会文化学科	理学	4	47
島根大学	国立	島根県	中国	松江市	法文学部	言語文化学科	理学	4	52
島根大学	国立	島根県	中国	松江市	生物資源科学部	環境共生科学科	農・水産	4	70
島根大学	国立	島根県	中国	松江市	生物資源科学部	生命科学科	農・水産	4	70
島根大学	国立	島根県	中国	松江市	生物資源科学部	農林生産学科	農・水産	4	60
島根大学	国立	島根県	中国	松江市	総合理工学部	総合理工学科	工学	4	370
広島大学	国立	広島県	中国	広島市	医学部	保健学科	看護・保健	4	120
広島大学	国立	広島県	中国	広島市	医学部	医学科	医学	6	120
広島大学	国立	広島県	中国	東広島市	工学部	第一類（機械・輸送・材料・エネルギー系）	工学	4	150
広島大学	国立	広島県	中国	東広島市	工学部	第三類（応用化学・生物工学・化学工学系）	工学	4	115
広島大学	国立	広島県	中国	東広島市	工学部	第二類（電気電子・システム情報系）	情報	4	100
広島大学	国立	広島県	中国	東広島市	工学部	第四類（建設・環境系）	工学	4	90
広島大学	国立	広島県	中国	東広島市	情報科学部	情報科学科	情報	4	180
広島大学	国立	広島県	中国	東広島市	教育学部	第一類（学校教育系）	教育	4	137
広島大学	国立	広島県	中国	東広島市	教育学部	第三類（言語文化教育系）	教育	4	73
広島大学	国立	広島県	中国	東広島市	教育学部	第二類（科学文化教育系）	教育	4	82
広島大学	国立	広島県	中国	東広島市	教育学部	第五類（人間形成基礎系）	教育	4	52
広島大学	国立	広島県	中国	東広島市	教育学部	第四類（生涯活動教育系）	教育	4	81
広島大学	国立	広島県	中国	東広島市	文学部	人文学科	文・人文	4	130
広島大学	国立	広島県	中国	広島市	歯学部	口腔健康科学科	歯学	4	40
広島大学	国立	広島県	中国	広島市	歯学部	歯学科	歯学	6	53
広島大学	国立	広島県	中国	広島市	法学部	法学科	法学	4	170
広島大学	国立	広島県	中国	東広島市	理学部	化学科	理学	4	59
広島大学	国立	広島県	中国	東広島市	理学部	地球惑星システム学科	理学	4	24
広島大学	国立	広島県	中国	東広島市	理学部	数学科	理学	4	47
広島大学	国立	広島県	中国	東広島市	理学部	物理学科	理学	4	66
広島大学	国立	広島県	中国	東広島市	理学部	生物科学科	理学	4	34
広島大学	国立	広島県	中国	東広島市	生物生産学部	生物生産学科	農・水産	4	90
広島大学	国立	広島県	中国	東広島市	経済学部	経済学科	経済・経営	4	195
広島大学	国立	広島県	中国	東広島市	総合科学部	国際共創学科	社会・国際	4	40
広島大学	国立	広島県	中国	東広島市	総合科学部	総合科学科	総合・学際	4	120
広島大学	国立	広島県	中国	広島市	薬学部	薬学科	薬学	6	38
広島大学	国立	広島県	中国	広島市	薬学部	薬科学科	薬学	4	22
徳島大学	国立	徳島県	四国	徳島市	医学部	保健学科	看護・保健	4	124
徳島大学	国立	徳島県	四国	徳島市	医学部	医学科	医学	6	111
徳島大学	国立	徳島県	四国	徳島市	医学部	医科栄養学科	その他	4	50
徳島大学	国立	徳島県	四国	徳島市	歯学部	口腔保健学科	歯学	4	15
徳島大学	国立	徳島県	四国	徳島市	歯学部	歯学科	歯学	6	40
徳島大学	国立	徳島県	四国	徳島市	理工学部	理工学科	工学	4	610
徳島大学	国立	徳島県	四国	徳島市	生物資源産業学部	生物資源産業学科	農・水産	4	100
徳島大学	国立	徳島県	四国	徳島市	総合科学部	社会総合科学科	社会・国際	4	170
徳島大学	国立	徳島県	四国	徳島市	薬学部	薬学科	薬学	6	80
鳴門教育大学	国立	徳島県	四国	鳴門市	学校教育学部	学校教育教員養成課程	教育	4	100
愛媛大学	国立	愛媛県	四国	東温市	医学部	医学科	医学	6	110
愛媛大学	国立	愛媛県	四国	東温市	医学部	看護学科	看護・保健	4	60
愛媛大学	国立	愛媛県	四国	松山市	工学部	工学科	工学	4	530
愛媛大学	国立	愛媛県	四国	松山市	教育学部	学校教育教員養成課程	教育	4	160
愛媛大学	国立	愛媛県	四国	松山市	法文学部	人文社会学科	法学	4	365
愛媛大学	国立	愛媛県	四国	松山市	理学部	理学科	理学	4	225
愛媛大学	国立	愛媛県	四国	松山市	社会共創学部	地域資源マネジメント学科	社会・国際	4	50
愛媛大学	国立	愛媛県	四国	松山市	社会共創学部	環境デザイン学科	芸術	4	35
愛媛大学	国立	愛媛県	四国	松山市	社会共創学部	産業イノベーション学科	社会・国際	4	25
愛媛大学	国立	愛媛県	四国	松山市	社会共創学部	産業マネジメント学科	社会・国際	4	70
愛媛大学	国立	愛媛県	四国	松山市	農学部	生命機能学科	農・水産	4	45
愛媛大学	国立	愛媛県	四国	松山市	農学部	生物環境学科	農・水産	4	55
愛媛大学	国立	愛媛県	四国	松山市	農学部	食料生産学科	農・水産	4	70
名古屋大学	国立	愛知県	中部	名古屋市	医学部	保健学科	看護・保健	4	200
名古屋大学	国立	愛知県	中部	名古屋市	医学部	医学科	医学	6	108
名古屋大学	国立	愛知県	中部	名古屋市	工学部	エネルギー理工学科	工学	4	40
名古屋大学	国立	愛知県	中部	名古屋市	工学部	マテリアル工学科	工学	4	110
名古屋大学	国立	愛知県	中部	名古屋市	工学部	化学生命工学科	工学	4	99
名古屋大学	国立	愛知県	中部	名古屋市	工学部	機械・航空宇宙工学科	工学	4	160
名古屋大学	国立	愛知県	中部	名古屋市	工学部	物理工学科	工学	4	83
名古屋大学	国立	愛知県	中部	名古屋市	工学部	環境土木・建築学科	工学	4	80
名古屋大学	国立	愛知県	中部	名古屋市	工学部	電気電子情報工学科	情報	4	128
名古屋大学	国立	愛知県	中部	名古屋市	情報学部	コンピュータ科学科	情報	4	67
名古屋大学	国立	愛知県	中部	名古屋市	情報学部	人間・社会情報学科	情報	4	38
名古屋大学	国立	愛知県	中部	名古屋市	情報学部	自然情報学科	情報	4	44
名古屋大学	国立	愛知県	中部	名古屋市	教育学部	人間発達科学科	教育	4	65
名古屋大学	国立	愛知県	中部	名古屋市	文学部	人文学科	文・人文	4	125
名古屋大学	国立	愛知県	中部	名古屋市	法学部	法律・政治学科	法学	4	150
名古屋大学	国立	愛知県	中部	名古屋市	理学部	化学科	理学	4	50
名古屋大学	国立	愛知県	中部	名古屋市	理学部	地球惑星科学科	理学	4	25
名古屋大学	国立	愛知県	中部	名古屋市	理学部	数理学科	理学	4	55
名古屋大学	国立	愛知県	中部	名古屋市	理学部	物理学科	理学	4	90
名古屋大学	国立	愛知県	中部	名古屋市	理学部	生命理学科	理学	4	50
名古屋大学	国立	愛知県	中部	名古屋市	経済学部	経営学科	経済・経営	4	65
名古屋大学	国立	愛知県	中部	名古屋市	経済学部	経済学科	経済・経営	4	140
名古屋大学	国立	愛知県	中部	名古屋市	農学部	応用生命科学科	農・水産	4	80
名古屋大学	国立	愛知県	中部	名古屋市	農学部	生物環境科学科	農・水産	4	35
名古屋大学	国立	愛知県	中部	名古屋市	農学部	資源生物科学科	農・水産	4	55
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	創造工学教育課程	工学	4	100
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	基幹工学教育課程	工学	5	20
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	情報工学科	情報	4	145
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	物理工学科	工学	4	105
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	生命・応用化学科	工学	4	210
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	社会工学科	工学	4	150
名古屋工業大学	国立	愛知県	中部	名古屋市	工学部	電気・機械工学科	工学	4	200
愛知教育大学	国立	愛知県	中部	刈谷市	教育学部	学校教員養成課程	教育	4	729
愛知教育大学	国立	愛知県	中部	刈谷市	教育学部	教育支援専門職養成課程	教育	4	130
豊橋技術科学大学	国立	愛知県	中部	豊橋市	工学部	建築・都市システム学課程	工学	4	10
豊橋技術科学大学	国立	愛知県	中部	豊橋市	工学部	応用化学・生命工学課程	工学	4	20
豊橋技術科学大学	国立	愛知県	中部	豊橋市	工学部	情報・知能工学課程	情報	4	15
豊橋技術科学大学	国立	愛知県	中部	豊橋市	工学部	機械工学課程	工学	4	20
豊橋技術科学大学	国立	愛知県	中部	豊橋市	工学部	電気・電子情報工学課程	情報	4	15
上越教育大学	国立	新潟県	中部	上越市	学校教育学部	初等教育教員養成課程	教育	4	160
新潟大学	国立	新潟県	中部	新潟市	人文学部	人文学科	文・人文	4	210
新潟大学	国立	新潟県	中部	新潟市	創生学部	創生学修課程	その他	4	70
新潟大学	国立	新潟県	中部	新潟市	医学部	保健学科	看護・保健	4	160
新潟大学	国立	新潟県	中部	新潟市	医学部	医学科	医学	6	140
新潟大学	国立	新潟県	中部	新潟市	工学部	工学科	工学	4	535
新潟大学	国立	新潟県	中部	新潟市	教育学部	学校教員養成課程	教育	4	180
新潟大学	国立	新潟県	中部	新潟市	歯学部	口腔生命福祉学科	歯学	4	20
新潟大学	国立	新潟県	中部	新潟市	歯学部	歯学科	歯学	6	40
新潟大学	国立	新潟県	中部	新潟市	法学部	法学科	法学	4	170
新潟大学	国立	新潟県	中部	新潟市	理学部	理学科	理学	4	200
新潟大学	国立	新潟県	中部	新潟市	経済科学部	総合経済学科	経済・経営	4	350
新潟大学	国立	新潟県	中部	新潟市	農学部	農学科	農・水産	4	175
長岡技術科学大学	国立	新潟県	中部	長岡市	工学部	工学課程	工学	4	80
お茶の水女子大学	国立	東京都	関東	文京区	共創工学部	人間環境工学科	工学	4	26
お茶の水女子大学	国立	東京都	関東	文京区	共創工学部	文化情報工学科	情報	4	20
お茶の水女子大学	国立	東京都	関東	文京区	文教育学部	人文科学科	教育	4	50
お茶の水女子大学	国立	東京都	関東	文京区	文教育学部	人間社会科学科	教育	4	37
お茶の水女子大学	国立	東京都	関東	文京区	文教育学部	芸術・表現行動学科	教育	4	25
お茶の水女子大学	国立	東京都	関東	文京区	文教育学部	言語文化学科	理学	4	73
お茶の水女子大学	国立	東京都	関東	文京区	理学部	化学科	理学	4	20
お茶の水女子大学	国立	東京都	関東	文京区	理学部	情報科学科	情報	4	36
お茶の水女子大学	国立	東京都	関東	文京区	理学部	数学科	理学	4	20
お茶の水女子大学	国立	東京都	関東	文京区	理学部	物理学科	理学	4	20
お茶の水女子大学	国立	東京都	関東	文京区	理学部	生物学科	理学	4	24
お茶の水女子大学	国立	東京都	関東	文京区	生活科学部	人間生活学科	社会・国際	4	39
お茶の水女子大学	国立	東京都	関東	文京区	生活科学部	心理学科	理学	4	26
お茶の水女子大学	国立	東京都	関東	文京区	生活科学部	食物栄養学科	その他	4	36
一橋大学	国立	東京都	関東	国立市	ソーシャル・データサイエンス学部	ソーシャル・データサイエンス学科	情報	4	60
一橋大学	国立	東京都	関東	国立市	商学部	商学科	経済・経営	4	129
一橋大学	国立	東京都	関東	国立市	商学部	経営学科	経済・経営	4	129
一橋大学	国立	東京都	関東	国立市	法学部	法律学科	法学	4	159
一橋大学	国立	東京都	関東	国立市	社会学部	社会学科	社会・国際	4	220
一橋大学	国立	東京都	関東	国立市	経済学部	経済学科	経済・経営	4	258
東京外国語大学	国立	東京都	関東	府中市	国際日本学部	国際日本学科	社会・国際	4	75
東京外国語大学	国立	東京都	関東	府中市	国際社会学部	国際社会学科	社会・国際	4	335
東京外国語大学	国立	東京都	関東	府中市	言語文化学部	言語文化学科	理学	4	335
東京大学	国立	東京都	関東	文京区	医学部	健康総合科学科	総合・学際	4	40
東京大学	国立	東京都	関東	文京区	医学部	医学科	医学	6	110
東京大学	国立	東京都	関東	文京区	工学部	システム創成学科	工学	4	116
東京大学	国立	東京都	関東	文京区	工学部	マテリアル工学科	工学	4	75
東京大学	国立	東京都	関東	文京区	工学部	化学システム工学科	工学	4	50
東京大学	国立	東京都	関東	文京区	工学部	化学生命工学科	工学	4	50
東京大学	国立	東京都	関東	文京区	工学部	建築学科	工学	4	60
東京大学	国立	東京都	関東	文京区	工学部	応用化学科	工学	4	55
東京大学	国立	東京都	関東	文京区	工学部	機械工学科	工学	4	85
東京大学	国立	東京都	関東	文京区	工学部	機械情報工学科	情報	4	40
東京大学	国立	東京都	関東	文京区	工学部	物理工学科	工学	4	50
東京大学	国立	東京都	関東	文京区	工学部	社会基盤学科	工学	4	40
東京大学	国立	東京都	関東	文京区	工学部	精密工学科	工学	4	45
東京大学	国立	東京都	関東	文京区	工学部	航空宇宙工学科	工学	4	52
東京大学	国立	東京都	関東	文京区	工学部	計数工学科	工学	4	55
東京大学	国立	東京都	関東	文京区	工学部	都市工学科	工学	4	50
東京大学	国立	東京都	関東	文京区	工学部	電子情報工学科	情報	4	40
東京大学	国立	東京都	関東	文京区	工学部	電気電子工学科	工学	4	75
東京大学	国立	東京都	関東	文京区	教育学部	総合教育科学科	教育	4	95
東京大学	国立	東京都	関東	目黒区	教養学部	学際科学科	総合・学際	4	25
東京大学	国立	東京都	関東	目黒区	教養学部	教養学科	その他	4	65
東京大学	国立	東京都	関東	目黒区	教養学部	統合自然科学科	その他	4	50
東京大学	国立	東京都	関東	文京区	文学部	人文学科	文・人文	4	350
東京大学	国立	東京都	関東	文京区	法学部	第1類（法学総合コース）、第2類（法律プロフェッション・コース）、第3類（政治コース）	法学	4	400
東京大学	国立	東京都	関東	文京区	理学部	化学科	理学	4	44
東京大学	国立	東京都	関東	文京区	理学部	地球惑星物理学科	理学	4	32
東京大学	国立	東京都	関東	文京区	理学部	地球惑星環境学科	理学	4	19
東京大学	国立	東京都	関東	文京区	理学部	天文学科	理学	4	5
東京大学	国立	東京都	関東	文京区	理学部	情報科学科	情報	4	24
東京大学	国立	東京都	関東	目黒区	理学部	数学科	理学	4	44
東京大学	国立	東京都	関東	文京区	理学部	物理学科	理学	4	69
東京大学	国立	東京都	関東	文京区	理学部	生物化学科	理学	4	15
東京大学	国立	東京都	関東	文京区	理学部	生物学科	理学	4	18
東京大学	国立	東京都	関東	文京区	理学部	生物情報科学科	情報	4	10
東京大学	国立	東京都	関東	文京区	経済学部	経営学科	経済・経営	4	100
東京大学	国立	東京都	関東	文京区	経済学部	経済学科	経済・経営	4	170
東京大学	国立	東京都	関東	文京区	経済学部	金融学科	経済・経営	4	70
東京大学	国立	東京都	関東	文京区	薬学部	薬学科	薬学	6	8
東京大学	国立	東京都	関東	文京区	薬学部	薬科学科	薬学	4	72
東京大学	国立	東京都	関東	文京区	農学部	応用生命科学課程	農・水産	4	152
東京大学	国立	東京都	関東	文京区	農学部	獣医学課程	獣医	6	30
東京大学	国立	東京都	関東	文京区	農学部	環境資源科学課程	農・水産	4	108
東京学芸大学	国立	東京都	関東	小金井市	教育学部	学校教育教員養成課程	教育	4	825
東京学芸大学	国立	東京都	関東	小金井市	教育学部	教育支援課程	教育	4	185
東京海洋大学	国立	東京都	関東	江東区	海洋工学部	流通情報工学科	情報	4	42
東京海洋大学	国立	東京都	関東	江東区	海洋工学部	海事システム工学科	工学	4	59
東京海洋大学	国立	東京都	関東	江東区	海洋工学部	海洋電子機械工学科	工学	4	59
東京海洋大学	国立	東京都	関東	港区	海洋生命科学部	水産教員養成課程	農・水産	4	7
東京海洋大学	国立	東京都	関東	港区	海洋生命科学部	海洋政策文化学科	理学	4	40
東京海洋大学	国立	東京都	関東	港区	海洋生命科学部	海洋生物資源学科	農・水産	4	68
東京海洋大学	国立	東京都	関東	港区	海洋生命科学部	食品生産科学科	総合・学際	4	55
東京海洋大学	国立	東京都	関東	港区	海洋資源環境学部	海洋環境科学科	社会・国際	4	62
東京海洋大学	国立	東京都	関東	港区	海洋資源環境学部	海洋資源エネルギー学科	社会・国際	4	43
東京科学大学	国立	東京都	関東	文京区	医学部	保健衛生学科	看護・保健	4	90
東京科学大学	国立	東京都	関東	文京区	医学部	医学科	医学	6	101
東京科学大学	国立	東京都	関東	目黒区	工学院	機械系、システム制御系、電気電子系、情報通信系、経営工学系	情報	4	358
東京科学大学	国立	東京都	関東	目黒区	情報理工学院	数理・計算科学系、情報工学系	情報	4	132
東京科学大学	国立	東京都	関東	文京区	歯学部	口腔保健学科	歯学	4	32
東京科学大学	国立	東京都	関東	文京区	歯学部	歯学科	歯学	6	53
東京科学大学	国立	東京都	関東	目黒区	物質理工学院	材料系、応用化学系	工学	4	183
東京科学大学	国立	東京都	関東	目黒区	理学院	数学系、物理学系、化学系、地球惑星科学系	理学	4	151
東京科学大学	国立	東京都	関東	目黒区	環境・社会理工学院	建築学系、土木・環境工学系、融合理工学系	工学	4	134
東京科学大学	国立	東京都	関東	目黒区	生命理工学院	生命理工学系	工学	4	150
東京芸術大学	国立	東京都	関東	台東区	美術学部	デザイン科	芸術	4	45
東京芸術大学	国立	東京都	関東	台東区	美術学部	工芸科	工学	4	30
東京芸術大学	国立	東京都	関東	台東区	美術学部	建築科	工学	4	15
東京芸術大学	国立	東京都	関東	台東区	美術学部	彫刻科	芸術	4	20
東京芸術大学	国立	東京都	関東	台東区	美術学部	絵画科	芸術	4	80
東京芸術大学	国立	東京都	関東	台東区	美術学部	芸術学科	芸術	4	20
東京芸術大学	国立	東京都	関東	台東区	音楽学部	作曲科	芸術	4	15
東京芸術大学	国立	東京都	関東	台東区	音楽学部	器楽科	芸術	4	98
東京芸術大学	国立	東京都	関東	台東区	音楽学部	声楽科	芸術	4	54
東京芸術大学	国立	東京都	関東	台東区	音楽学部	指揮科	芸術	4	2
東京芸術大学	国立	東京都	関東	台東区	音楽学部	楽理科	芸術	4	23
東京芸術大学	国立	東京都	関東	台東区	音楽学部	邦楽科	芸術	4	25
東京芸術大学	国立	東京都	関東	足立区	音楽学部	音楽環境創造科	芸術	4	20
東京農工大学	国立	東京都	関東	小金井市	工学部	化学物理工学科	工学	4	81
東京農工大学	国立	東京都	関東	小金井市	工学部	応用化学科	工学	4	81
東京農工大学	国立	東京都	関東	小金井市	工学部	機械システム工学科	工学	4	102
東京農工大学	国立	東京都	関東	小金井市	工学部	生体医用システム工学科	工学	4	56
東京農工大学	国立	東京都	関東	小金井市	工学部	生命工学科	工学	4	81
東京農工大学	国立	東京都	関東	小金井市	工学部	知能情報システム工学科	情報	4	120
東京農工大学	国立	東京都	関東	府中市	農学部	共同獣医学科	医学	6	35
東京農工大学	国立	東京都	関東	府中市	農学部	地域生態システム学科	農・水産	4	76
東京農工大学	国立	東京都	関東	府中市	農学部	応用生物科学科	農・水産	4	71
東京農工大学	国立	東京都	関東	府中市	農学部	環境資源科学科	農・水産	4	61
東京農工大学	国立	東京都	関東	府中市	農学部	生物生産学科	農・水産	4	57
電気通信大学	国立	東京都	関東	調布市	情報理工学域	Ⅰ類（情報系）	情報	4	255
電気通信大学	国立	東京都	関東	調布市	情報理工学域	Ⅱ類（融合系）	情報	4	235
電気通信大学	国立	東京都	関東	調布市	情報理工学域	Ⅲ類（理工系）	情報	4	230
電気通信大学	国立	東京都	関東	調布市	情報理工学域	先端工学基礎課程	情報	4	30
宇都宮大学	国立	栃木県	関東	宇都宮市	データサイエンス経営学部	データサイエンス経営学科	情報	4	55
宇都宮大学	国立	栃木県	関東	宇都宮市	共同教育学部	学校教育教員養成課程	教育	4	170
宇都宮大学	国立	栃木県	関東	宇都宮市	国際学部	国際学科	社会・国際	4	84
宇都宮大学	国立	栃木県	関東	宇都宮市	地域デザイン科学部	コミュニティデザイン学科	芸術	4	47
宇都宮大学	国立	栃木県	関東	宇都宮市	地域デザイン科学部	建築都市デザイン学科	工学	4	47
宇都宮大学	国立	栃木県	関東	宇都宮市	地域デザイン科学部	社会基盤デザイン学科	芸術	4	37
宇都宮大学	国立	栃木県	関東	宇都宮市	工学部	基盤工学科	工学	4	290
宇都宮大学	国立	栃木県	関東	宇都宮市	農学部	応用生命化学科	農・水産	4	30
宇都宮大学	国立	栃木県	関東	宇都宮市	農学部	森林科学科	農・水産	4	29
宇都宮大学	国立	栃木県	関東	宇都宮市	農学部	生物資源科学科	農・水産	4	58
宇都宮大学	国立	栃木県	関東	宇都宮市	農学部	農業環境工学科	農・水産	4	30
宇都宮大学	国立	栃木県	関東	宇都宮市	農学部	農業経済学科	農・水産	4	33
琉球大学	国立	沖縄県	九州沖縄	西原町	人文社会学部	人間社会学科	文・人文	4	80
琉球大学	国立	沖縄県	九州沖縄	西原町	人文社会学部	国際法政学科	法学	4	80
琉球大学	国立	沖縄県	九州沖縄	西原町	人文社会学部	琉球アジア文化学科	理学	4	40
琉球大学	国立	沖縄県	九州沖縄	西原町	医学部	保健学科	看護・保健	4	60
琉球大学	国立	沖縄県	九州沖縄	西原町	医学部	医学科	医学	6	111
琉球大学	国立	沖縄県	九州沖縄	西原町	国際地域創造学部	国際地域創造学科	社会・国際	4	345
琉球大学	国立	沖縄県	九州沖縄	西原町	工学部	工学科	工学	4	350
琉球大学	国立	沖縄県	九州沖縄	西原町	教育学部	学校教育教員養成課程	教育	4	140
琉球大学	国立	沖縄県	九州沖縄	西原町	理学部	数理科学科	理学	4	40
琉球大学	国立	沖縄県	九州沖縄	西原町	理学部	海洋自然科学科	理学	4	95
琉球大学	国立	沖縄県	九州沖縄	西原町	理学部	物質地球科学科	理学	4	65
琉球大学	国立	沖縄県	九州沖縄	西原町	農学部	亜熱帯地域農学科	農・水産	4	35
琉球大学	国立	沖縄県	九州沖縄	西原町	農学部	亜熱帯生物資源科学科	農・水産	4	45
琉球大学	国立	沖縄県	九州沖縄	西原町	農学部	亜熱帯農林環境科学科	農・水産	4	35
琉球大学	国立	沖縄県	九州沖縄	西原町	農学部	地域農業工学科	農・水産	4	25
滋賀医科大学	国立	滋賀県	近畿	大津市	医学部	医学科	医学	6	95
滋賀医科大学	国立	滋賀県	近畿	大津市	医学部	看護学科	看護・保健	4	60
滋賀大学	国立	滋賀県	近畿	彦根市	データサイエンス学部	データサイエンス学科	情報	4	150
滋賀大学	国立	滋賀県	近畿	大津市	教育学部	学校教育教員養成課程	教育	4	230
滋賀大学	国立	滋賀県	近畿	彦根市	経済学部	総合経済学科	経済・経営	4	410
熊本大学	国立	熊本県	九州沖縄	熊本市	医学部	保健学科	看護・保健	4	144
熊本大学	国立	熊本県	九州沖縄	熊本市	医学部	医学科	医学	6	109
熊本大学	国立	熊本県	九州沖縄	熊本市	工学部	半導体デバイス工学課程	工学	4	20
熊本大学	国立	熊本県	九州沖縄	熊本市	工学部	土木建築学科	工学	4	124
熊本大学	国立	熊本県	九州沖縄	熊本市	工学部	情報電気工学科	情報	4	132
熊本大学	国立	熊本県	九州沖縄	熊本市	工学部	材料・応用化学科	工学	4	129
熊本大学	国立	熊本県	九州沖縄	熊本市	工学部	機械数理工学科	工学	4	108
熊本大学	国立	熊本県	九州沖縄	熊本市	教育学部	学校教育教員養成課程	教育	4	220
熊本大学	国立	熊本県	九州沖縄	熊本市	文学部	コミュニケーション情報学科	情報	4	30
熊本大学	国立	熊本県	九州沖縄	熊本市	文学部	文学科	文・人文	4	50
熊本大学	国立	熊本県	九州沖縄	熊本市	文学部	歴史学科	文・人文	4	35
熊本大学	国立	熊本県	九州沖縄	熊本市	文学部	総合人間学科	文・人文	4	55
熊本大学	国立	熊本県	九州沖縄	熊本市	法学部	法学科	法学	4	210
熊本大学	国立	熊本県	九州沖縄	熊本市	理学部	理学科	理学	4	200
熊本大学	国立	熊本県	九州沖縄	熊本市	薬学部	創薬・生命薬科学科	薬学	4	35
熊本大学	国立	熊本県	九州沖縄	熊本市	薬学部	薬学科	薬学	6	55
金沢大学	国立	石川県	中部	金沢市	人間社会学域	人文学類	文・人文	4	138
金沢大学	国立	石川県	中部	金沢市	人間社会学域	国際学類	社会・国際	4	81
金沢大学	国立	石川県	中部	金沢市	人間社会学域	地域創造学類	社会・国際	4	83
金沢大学	国立	石川県	中部	金沢市	人間社会学域	学校教育学類共同教員養成課程	教育	4	85
金沢大学	国立	石川県	中部	金沢市	人間社会学域	法学類	法学	4	150
金沢大学	国立	石川県	中部	金沢市	人間社会学域	経済学類	経済・経営	4	131
金沢大学	国立	石川県	中部	金沢市	医薬保健学域	保健学類	薬学	4	189
金沢大学	国立	石川県	中部	金沢市	医薬保健学域	医学類	医学	6	112
金沢大学	国立	石川県	中部	金沢市	医薬保健学域	医薬科学類	薬学	4	18
金沢大学	国立	石川県	中部	金沢市	医薬保健学域	薬学類	薬学	6	65
金沢大学	国立	石川県	中部	金沢市	理工学域	フロンティア工学類	工学	4	108
金沢大学	国立	石川県	中部	金沢市	理工学域	地球社会基盤学類	工学	4	94
金沢大学	国立	石川県	中部	金沢市	理工学域	数物科学類	工学	4	78
金沢大学	国立	石川県	中部	金沢市	理工学域	機械工学類	工学	4	89
金沢大学	国立	石川県	中部	金沢市	理工学域	物質化学類	工学	4	78
金沢大学	国立	石川県	中部	金沢市	理工学域	生命理工学類	工学	4	56
金沢大学	国立	石川県	中部	金沢市	理工学域	電子情報通信学類	情報	4	116
金沢大学	国立	石川県	中部	金沢市	融合学域	スマート創成科学類	総合・学際	4	55
金沢大学	国立	石川県	中部	金沢市	融合学域	先導学類	その他	4	55
金沢大学	国立	石川県	中部	金沢市	融合学域	観光デザイン学類	芸術	4	55
横浜国立大学	国立	神奈川県	関東	横浜市	教育学部	学校教員養成課程	教育	4	200
横浜国立大学	国立	神奈川県	関東	横浜市	理工学部	化学・生命系学科	工学	4	187
横浜国立大学	国立	神奈川県	関東	横浜市	理工学部	数物・電子情報系学科	情報	4	310
横浜国立大学	国立	神奈川県	関東	横浜市	理工学部	機械・材料・海洋系学科	工学	4	185
横浜国立大学	国立	神奈川県	関東	横浜市	経営学部	経営学科	経済・経営	4	297
横浜国立大学	国立	神奈川県	関東	横浜市	経済学部	経済学科	経済・経営	4	258
横浜国立大学	国立	神奈川県	関東	横浜市	都市科学部	建築学科	工学	4	70
