university	kind	prefecture	region	city	faculty	department	field	years	capacity
横浜国立大学	国立	神奈川県	関東	横浜市	都市科学部	環境リスク共生学科	社会・国際	4	56
横浜国立大学	国立	神奈川県	関東	横浜市	都市科学部	都市基盤学科	その他	4	48
横浜国立大学	国立	神奈川県	関東	横浜市	都市科学部	都市社会共生学科	社会・国際	4	74
福井大学	国立	福井県	中部	永平寺町	医学部	医学科	医学	6	110
福井大学	国立	福井県	中部	永平寺町	医学部	看護学科	看護・保健	4	60
福井大学	国立	福井県	中部	福井市	国際地域学部	国際地域学科	社会・国際	4	60
福井大学	国立	福井県	中部	福井市	工学部	建築・都市環境工学科	工学	4	60
福井大学	国立	福井県	中部	福井市	工学部	応用物理学科	工学	4	50
福井大学	国立	福井県	中部	福井市	工学部	機械・システム工学科	工学	4	155
福井大学	国立	福井県	中部	福井市	工学部	物質・生命化学科	工学	4	135
福井大学	国立	福井県	中部	福井市	工学部	電気電子情報工学科	情報	4	125
福井大学	国立	福井県	中部	福井市	教育学部	学校教育課程	教育	4	100
九州大学	国立	福岡県	九州沖縄	福岡市	共創学部	共創学科	総合・学際	4	105
九州大学	国立	福岡県	九州沖縄	福岡市	医学部	保健学科	看護・保健	4	134
九州大学	国立	福岡県	九州沖縄	福岡市	医学部	医学科	医学	6	105
九州大学	国立	福岡県	九州沖縄	福岡市	医学部	生命科学科	総合・学際	4	12
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	化学工学科	工学	4	38
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	土木工学科	工学	4	77
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	地球資源システム工学科	工学	4	34
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	建築学科	工学	4	58
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	応用化学科	工学	4	72
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	材料工学科	工学	4	53
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	機械工学科	工学	4	135
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	航空宇宙工学科	工学	4	29
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	船舶海洋工学科	工学	4	34
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	融合基礎工学科	工学	4	57
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	量子物理工学科	工学	4	38
九州大学	国立	福岡県	九州沖縄	福岡市	工学部	電気情報工学科	情報	4	153
九州大学	国立	福岡県	九州沖縄	福岡市	教育学部	(教育学)	教育	4	46
九州大学	国立	福岡県	九州沖縄	福岡市	文学部	人文学科	文・人文	4	151
九州大学	国立	福岡県	九州沖縄	福岡市	歯学部	歯学科	歯学	6	53
九州大学	国立	福岡県	九州沖縄	福岡市	法学部	（法学）	法学	4	189
九州大学	国立	福岡県	九州沖縄	福岡市	理学部	化学科	理学	4	62
九州大学	国立	福岡県	九州沖縄	福岡市	理学部	地球惑星科学科	理学	4	45
九州大学	国立	福岡県	九州沖縄	福岡市	理学部	数学科	理学	4	50
九州大学	国立	福岡県	九州沖縄	福岡市	理学部	物理学科	理学	4	55
九州大学	国立	福岡県	九州沖縄	福岡市	理学部	生物学科	理学	4	46
九州大学	国立	福岡県	九州沖縄	福岡市	経済学部	経済・経営学科	経済・経営	4	141
九州大学	国立	福岡県	九州沖縄	福岡市	経済学部	経済工学科	工学	4	85
九州大学	国立	福岡県	九州沖縄	福岡市	芸術工学部	芸術工学科	工学	4	187
九州大学	国立	福岡県	九州沖縄	福岡市	薬学部	創薬科学科	薬学	4	49
九州大学	国立	福岡県	九州沖縄	福岡市	薬学部	臨床薬学科	薬学	6	30
九州大学	国立	福岡県	九州沖縄	福岡市	農学部	生物資源環境学科	農・水産	4	226
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	マテリアル工学科	工学	4	60
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	宇宙システム工学科	工学	4	55
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	建設社会工学科	工学	4	80
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	応用化学科	工学	4	74
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	機械知能工学科	情報	4	136
九州工業大学	国立	福岡県	九州沖縄	北九州市	工学部	電気電子工学科	工学	4	126
九州工業大学	国立	福岡県	九州沖縄	飯塚市	情報工学部	情報・通信工学科	情報	4	93
九州工業大学	国立	福岡県	九州沖縄	飯塚市	情報工学部	物理情報工学科	情報	4	65
九州工業大学	国立	福岡県	九州沖縄	飯塚市	情報工学部	生命化学情報工学科	情報	4	65
九州工業大学	国立	福岡県	九州沖縄	飯塚市	情報工学部	知的システム工学科	情報	4	94
九州工業大学	国立	福岡県	九州沖縄	飯塚市	情報工学部	知能情報工学科	情報	4	93
福岡教育大学	国立	福岡県	九州沖縄	宗像市	教育学部	中等教育教員養成課程	教育	4	170
福岡教育大学	国立	福岡県	九州沖縄	宗像市	教育学部	初等教育教員養成課程	教育	4	385
福岡教育大学	国立	福岡県	九州沖縄	宗像市	教育学部	特別支援教育教員養成課程	教育	4	60
福島大学	国立	福島県	東北	福島市	人文社会学群	人間発達文化学類	理学	4	260
福島大学	国立	福島県	東北	福島市	人文社会学群	経済経営学類	経済・経営	4	220
福島大学	国立	福島県	東北	福島市	人文社会学群	行政政策学類	文・人文	4	205
福島大学	国立	福島県	東北	福島市	理工学群	共生システム理工学類	工学	4	200
福島大学	国立	福島県	東北	福島市	農学群	食農学類	農・水産	4	100
秋田大学	国立	秋田県	東北	秋田市	医学部	保健学科	看護・保健	4	106
秋田大学	国立	秋田県	東北	秋田市	医学部	医学科	医学	6	124
秋田大学	国立	秋田県	東北	秋田市	国際資源学部	国際資源学科	社会・国際	4	120
秋田大学	国立	秋田県	東北	秋田市	情報データ科学部	情報データ科学科	情報	4	100
秋田大学	国立	秋田県	東北	秋田市	教育文化学部	地域文化学科	理学	4	80
秋田大学	国立	秋田県	東北	秋田市	教育文化学部	学校教育課程	理学	4	110
秋田大学	国立	秋田県	東北	秋田市	総合環境理工学部	応用化学生物学科	工学	4	100
秋田大学	国立	秋田県	東北	秋田市	総合環境理工学部	環境数物科学科	工学	4	90
秋田大学	国立	秋田県	東北	秋田市	総合環境理工学部	社会システム工学科	工学	4	125
群馬大学	国立	群馬県	関東	前橋市	共同教育学部	学校教育教員養成課程	教育	4	190
群馬大学	国立	群馬県	関東	前橋市	医学部	保健学科	看護・保健	4	160
群馬大学	国立	群馬県	関東	前橋市	医学部	医学科	医学	6	110
群馬大学	国立	群馬県	関東	前橋市	情報学部	情報学科	情報	4	170
群馬大学	国立	群馬県	関東	桐生市	理工学部	物質・環境類	工学	4	285
群馬大学	国立	群馬県	関東	桐生市	理工学部	電子・機械類	工学	4	185
東京芸術大学	国立	茨城県	関東	取手市	美術学部	先端芸術表現科	芸術	4	24
筑波大学	国立	茨城県	関東	つくば市	人文・文化学群	人文学類	理学	4	120
筑波大学	国立	茨城県	関東	つくば市	人文・文化学群	日本語・日本文化学類	理学	4	40
筑波大学	国立	茨城県	関東	つくば市	人文・文化学群	比較文化学類	理学	4	80
筑波大学	国立	茨城県	関東	つくば市	人間学群	心理学類	理学	4	50
筑波大学	国立	茨城県	関東	つくば市	人間学群	教育学類	教育	4	35
筑波大学	国立	茨城県	関東	つくば市	人間学群	障害科学類	社会・国際	4	35
筑波大学	国立	茨城県	関東	つくば市	体育専門学群	体育専門学群	体育	4	240
筑波大学	国立	茨城県	関東	つくば市	医学群	医学類	医学	6	134
筑波大学	国立	茨城県	関東	つくば市	医学群	医療科学類	看護・保健	4	37
筑波大学	国立	茨城県	関東	つくば市	医学群	看護学類	看護・保健	4	70
筑波大学	国立	茨城県	関東	つくば市	情報学群	情報メディア創成学類	情報	4	54
筑波大学	国立	茨城県	関東	つくば市	情報学群	情報科学類	情報	4	86
筑波大学	国立	茨城県	関東	つくば市	情報学群	知識情報・図書館学類	情報	4	100
筑波大学	国立	茨城県	関東	つくば市	理工学群	化学類	工学	4	50
筑波大学	国立	茨城県	関東	つくば市	理工学群	工学システム学類	工学	4	138
筑波大学	国立	茨城県	関東	つくば市	理工学群	応用理工学類	工学	4	120
筑波大学	国立	茨城県	関東	つくば市	理工学群	数学類	工学	4	40
筑波大学	国立	茨城県	関東	つくば市	理工学群	物理学類	工学	4	60
筑波大学	国立	茨城県	関東	つくば市	理工学群	社会工学類	工学	4	120
筑波大学	国立	茨城県	関東	つくば市	生命環境学群	地球学類	理学	4	50
筑波大学	国立	茨城県	関東	つくば市	生命環境学群	生物学類	理学	4	80
筑波大学	国立	茨城県	関東	つくば市	生命環境学群	生物資源学類	農・水産	4	120
筑波大学	国立	茨城県	関東	つくば市	社会・国際学群	国際総合学類	社会・国際	4	80
筑波大学	国立	茨城県	関東	つくば市	社会・国際学群	社会学類	社会・国際	4	80
筑波大学	国立	茨城県	関東	つくば市	芸術専門学群	芸術専門学群	芸術	4	100
筑波技術大学	国立	茨城県	関東	つくば市	保健科学部	保健学科	看護・保健	4	20
筑波技術大学	国立	茨城県	関東	つくば市	保健科学部	情報システム学科	情報	4	10
筑波技術大学	国立	茨城県	関東	つくば市	共生社会創成学部	共生社会創成学科	社会・国際	4	15
筑波技術大学	国立	茨城県	関東	つくば市	産業技術学部	産業情報学科	情報	4	32
筑波技術大学	国立	茨城県	関東	つくば市	産業技術学部	総合デザイン学科	芸術	4	13
茨城大学	国立	茨城県	関東	水戸市	人文社会科学部	人間文化学科	理学	4	110
茨城大学	国立	茨城県	関東	水戸市	人文社会科学部	法律経済学科	法学	4	130
茨城大学	国立	茨城県	関東	水戸市	人文社会科学部	現代社会学科	文・人文	4	136
茨城大学	国立	茨城県	関東	日立市	工学部	情報工学科	情報	4	100
茨城大学	国立	茨城県	関東	日立市	工学部	機械システム工学科	工学	4	136
茨城大学	国立	茨城県	関東	日立市	工学部	物質科学工学科	工学	4	110
茨城大学	国立	茨城県	関東	日立市	工学部	都市システム工学科	工学	4	60
茨城大学	国立	茨城県	関東	日立市	工学部	電気電子システム工学科	工学	4	125
茨城大学	国立	茨城県	関東	水戸市	教育学部	学校教育教員養成課程	教育	4	240
茨城大学	国立	茨城県	関東	水戸市	教育学部	養護教諭養成課程	教育	4	35
茨城大学	国立	茨城県	関東	水戸市	理学部	理学科	理学	4	205
茨城大学	国立	茨城県	関東	阿見町	農学部	地域総合農学科	農・水産	4	84
茨城大学	国立	茨城県	関東	阿見町	農学部	食生命科学科	農・水産	4	84
長崎大学	国立	長崎県	九州沖縄	長崎市	医学部	保健学科	看護・保健	4	116
長崎大学	国立	長崎県	九州沖縄	長崎市	医学部	医学科	医学	6	114
長崎大学	国立	長崎県	九州沖縄	長崎市	多文化社会学部	多文化社会学科	文・人文	4	100
長崎大学	国立	長崎県	九州沖縄	長崎市	工学部	工学科	工学	4	330
長崎大学	国立	長崎県	九州沖縄	長崎市	情報データ科学部	情報データ科学科	情報	4	120
長崎大学	国立	長崎県	九州沖縄	長崎市	教育学部	学校教育教員養成課程	教育	4	180
長崎大学	国立	長崎県	九州沖縄	長崎市	歯学部	歯学科	歯学	6	50
長崎大学	国立	長崎県	九州沖縄	長崎市	水産学部	水産学科	農・水産	4	120
長崎大学	国立	長崎県	九州沖縄	長崎市	環境科学部	環境科学科	社会・国際	4	130
長崎大学	国立	長崎県	九州沖縄	長崎市	経済学部	総合経済学科	経済・経営	4	295
長崎大学	国立	長崎県	九州沖縄	長崎市	薬学部	薬学科	薬学	6	40
長崎大学	国立	長崎県	九州沖縄	長崎市	薬学部	薬科学科	薬学	4	40
信州大学	国立	長野県	中部	松本市	人文学部	人文学科	文・人文	4	155
信州大学	国立	長野県	中部	松本市	医学部	保健学科	看護・保健	4	143
信州大学	国立	長野県	中部	松本市	医学部	医学科	医学	6	120
信州大学	国立	長野県	中部	長野市	工学部	建築学科	工学	4	60
信州大学	国立	長野県	中部	長野市	工学部	機械システム工学科	工学	4	100
信州大学	国立	長野県	中部	長野市	工学部	水環境・土木工学科	工学	4	60
信州大学	国立	長野県	中部	長野市	工学部	物質化学科	工学	4	95
信州大学	国立	長野県	中部	長野市	工学部	電子情報システム工学科	情報	4	170
信州大学	国立	長野県	中部	長野市	教育学部	学校教育教員養成課程	教育	4	240
信州大学	国立	長野県	中部	松本市	理学部	数学科	理学	4	54
信州大学	国立	長野県	中部	松本市	理学部	理学科	理学	4	151
信州大学	国立	長野県	中部	松本市	経法学部	応用経済学科	法学	4	100
信州大学	国立	長野県	中部	松本市	経法学部	総合法律学科	法学	4	80
信州大学	国立	長野県	中部	上田市	繊維学部	先進繊維・感性工学科	工学	4	65
信州大学	国立	長野県	中部	上田市	繊維学部	化学・材料学科	工学	4	105
信州大学	国立	長野県	中部	上田市	繊維学部	応用生物科学科	理学	4	50
信州大学	国立	長野県	中部	上田市	繊維学部	機械・ロボット学科	工学	4	60
信州大学	国立	長野県	中部	南箕輪村	農学部	農学生命科学科	農・水産	4	170
弘前大学	国立	青森県	東北	弘前市	人文社会科学部	文化創生課程	文・人文	4	110
弘前大学	国立	青森県	東北	弘前市	人文社会科学部	社会経営課程	経済・経営	4	155
弘前大学	国立	青森県	東北	弘前市	医学部	保健学科	看護・保健	4	200
弘前大学	国立	青森県	東北	弘前市	医学部	医学科	医学	6	112
弘前大学	国立	青森県	東北	弘前市	医学部	心理支援科学科	文・人文	4	10
弘前大学	国立	青森県	東北	弘前市	教育学部	学校教育教員養成課程	教育	4	140
弘前大学	国立	青森県	東北	弘前市	教育学部	養護教諭養成課程	教育	4	20
弘前大学	国立	青森県	東北	弘前市	理工学部	地球環境防災学科	工学	4	65
弘前大学	国立	青森県	東北	弘前市	理工学部	数物科学科	工学	4	78
弘前大学	国立	青森県	東北	弘前市	理工学部	機械科学科	工学	4	80
弘前大学	国立	青森県	東北	弘前市	理工学部	物質創成化学科	工学	4	52
弘前大学	国立	青森県	東北	弘前市	理工学部	自然エネルギー学科	工学	4	30
弘前大学	国立	青森県	東北	弘前市	理工学部	電子情報工学科	情報	4	55
弘前大学	国立	青森県	東北	弘前市	農学生命科学部	分子生命科学科	農・水産	4	40
弘前大学	国立	青森県	東北	弘前市	農学生命科学部	国際園芸農学科	農・水産	4	50
弘前大学	国立	青森県	東北	弘前市	農学生命科学部	地域環境工学科	農・水産	4	30
弘前大学	国立	青森県	東北	弘前市	農学生命科学部	生物学科	農・水産	4	40
弘前大学	国立	青森県	東北	弘前市	農学生命科学部	食料資源学科	農・水産	4	55
浜松医科大学	国立	静岡県	中部	浜松市	医学部	医学科	医学	6	115
浜松医科大学	国立	静岡県	中部	浜松市	医学部	看護学科	看護・保健	4	60
静岡大学	国立	静岡県	中部	静岡市	グローバル共創科学部	グローバル共創科学科	総合・学際	4	115
静岡大学	国立	静岡県	中部	静岡市	人文社会科学部	法学科	法学	4	114
静岡大学	国立	静岡県	中部	静岡市	人文社会科学部	社会学科	文・人文	4	60
静岡大学	国立	静岡県	中部	静岡市	人文社会科学部	経済学科	経済・経営	4	172
静岡大学	国立	静岡県	中部	静岡市	人文社会科学部	言語文化学科	理学	4	69
静岡大学	国立	静岡県	中部	浜松市	工学部	化学バイオ工学科	工学	4	110
静岡大学	国立	静岡県	中部	浜松市	工学部	数理システム工学科	工学	4	50
静岡大学	国立	静岡県	中部	浜松市	工学部	機械工学科	工学	4	160
静岡大学	国立	静岡県	中部	浜松市	工学部	電子物質科学科	工学	4	110
静岡大学	国立	静岡県	中部	浜松市	工学部	電気電子工学科	工学	4	110
静岡大学	国立	静岡県	中部	浜松市	情報学部	情報社会学科	情報	4	68
静岡大学	国立	静岡県	中部	浜松市	情報学部	情報科学科	情報	4	98
静岡大学	国立	静岡県	中部	浜松市	情報学部	行動情報学科	情報	4	69
静岡大学	国立	静岡県	中部	静岡市	教育学部	学校教育教員養成課程	教育	4	260
静岡大学	国立	静岡県	中部	静岡市	理学部	化学科	理学	4	48
静岡大学	国立	静岡県	中部	静岡市	理学部	地球科学科	理学	4	48
静岡大学	国立	静岡県	中部	静岡市	理学部	数学科	理学	4	38
静岡大学	国立	静岡県	中部	静岡市	理学部	物理学科	理学	4	48
静岡大学	国立	静岡県	中部	静岡市	理学部	生物科学科	理学	4	48
静岡大学	国立	静岡県	中部	静岡市	農学部	応用生命科学科	農・水産	4	70
静岡大学	国立	静岡県	中部	静岡市	農学部	生物資源科学科	農・水産	4	105
香川大学	国立	香川県	四国	高松市	創造工学部	創造工学科	工学	4	330
香川大学	国立	香川県	四国	三木町	医学部	医学科	医学	6	106
香川大学	国立	香川県	四国	三木町	医学部	看護学科	看護・保健	4	60
香川大学	国立	香川県	四国	三木町	医学部	臨床心理学科	看護・保健	4	20
香川大学	国立	香川県	四国	高松市	教育学部	学校教育教員養成課程	教育	4	160
香川大学	国立	香川県	四国	高松市	法学部	法学科	法学	4	160
香川大学	国立	香川県	四国	高松市	経済学部	経済学科	経済・経営	4	250
香川大学	国立	香川県	四国	三木町	農学部	応用生物科学科	農・水産	4	150
高知大学	国立	高知県	四国	高知市	人文社会科学部	人文社会科学科	文・人文	4	275
高知大学	国立	高知県	四国	南国市	医学部	医学科	医学	6	109
高知大学	国立	高知県	四国	南国市	医学部	看護学科	看護・保健	4	60
高知大学	国立	高知県	四国	高知市	地域協働学部	地域協働学科	社会・国際	4	60
高知大学	国立	高知県	四国	高知市	教育学部	学校教育教員養成課程	教育	4	130
高知大学	国立	高知県	四国	高知市	理工学部	化学生命理工学科	工学	4	70
高知大学	国立	高知県	四国	高知市	理工学部	地球環境防災学科	工学	4	40
高知大学	国立	高知県	四国	高知市	理工学部	情報科学科	情報	4	30
高知大学	国立	高知県	四国	高知市	理工学部	数学物理学科	工学	4	55
高知大学	国立	高知県	四国	高知市	理工学部	生物科学科	工学	4	45
高知大学	国立	高知県	四国	南国市	農林海洋科学部	海洋資源科学科	農・水産	4	65
高知大学	国立	高知県	四国	南国市	農林海洋科学部	農林資源科学科	農・水産	4	140
鳥取大学	国立	鳥取県	中国	米子市	医学部	保健学科	看護・保健	4	120
鳥取大学	国立	鳥取県	中国	米子市	医学部	医学科	医学	6	104
鳥取大学	国立	鳥取県	中国	米子市	医学部	生命科学科	総合・学際	4	40
鳥取大学	国立	鳥取県	中国	鳥取市	地域学部	地域学科	社会・国際	4	170
鳥取大学	国立	鳥取県	中国	鳥取市	工学部	化学バイオ系学科	工学	4	100
鳥取大学	国立	鳥取県	中国	鳥取市	工学部	機械物理系学科	工学	4	115
鳥取大学	国立	鳥取県	中国	鳥取市	工学部	社会システム土木系学科	工学	4	110
鳥取大学	国立	鳥取県	中国	鳥取市	工学部	電気情報系学科	情報	4	125
鳥取大学	国立	鳥取県	中国	鳥取市	農学部	共同獣医学科	医学	6	35
鳥取大学	国立	鳥取県	中国	鳥取市	農学部	生命環境農学科	農・水産	4	220
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	共同獣医学部	共同獣医学科	医学	6	30
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	共同獣医学部	畜産学科	獣医	4	30
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	医学部	保健学科	看護・保健	4	120
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	医学部	医学科	医学	6	110
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	工学部	先進工学科	工学	4	385
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	工学部	建築学科	工学	4	55
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	教育学部	学校教育教員養成課程	教育	4	190
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	歯学部	歯学科	歯学	6	53
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	水産学部	水産学科	農・水産	4	140
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	法文学部	人文学科	法学	4	165
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	法文学部	法経社会学科	法学	4	245
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	理学部	理学科	理学	4	185
鹿児島大学	国立	鹿児島県	九州沖縄	鹿児島市	農学部	農学科	農・水産	4	175
鹿屋体育大学	国立	鹿児島県	九州沖縄	鹿屋市	体育学部	スポーツ総合課程	体育	4	120
鹿屋体育大学	国立	鹿児島県	九州沖縄	鹿屋市	体育学部	武道課程	体育	4	50
